item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,apparel_l1_rn,gender_rn,fop_rn
nike_women_footwear_lifestyle_nike_nike air max portal women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,training,training_other,6060335.0,724,724,362,6
nike_men_footwear_running_nike_nike pegasus trail 4 men's trail running shoes,nike,men > footwear > running,Footwear,null,null,Men's,running,trail_running,6008997.0,729,729,789,3
nike_unisex_footwear_skateboarding_nike_nike sb force 58 premium skate shoes,nike,unisex > footwear > skateboarding,Footwear,null,null,Unisex/Undefined,sportswear,sportswear_skateboarding,5951050.0,733,733,126,9
nike_men_footwear_running_nike_nike zegama men's trail running shoes,nike,men > footwear > running,Footwear,null,null,Men's,hiking,null,5810069.0,759,759,819,10
nike_men_footwear_lifestyle_nike_nike air foamposite one men's shoe,nike,men > footwear > lifestyle,Footwear,null,null,Men's,basketball,basketball_other,5439771.0,794,794,856,1
nike_men_footwear_lifestyle_nike_nike air dt max '96 men's shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,tennis,outdoor_soccer,5320457.0,816,816,880,10
nike_women_footwear_cheerleading_nike_nike air max bella tr 5 women's training shoes,nike,women > footwear > cheerleading,Footwear,null,null,Women's,cheer_dance,cross_training,5217398.0,835,835,425,6
nike_women_footwear_lifestyle_nike_nike air max systm women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,training,training_other,5211064.0,836,836,426,7
nike_men_footwear_skateboarding_nike_nike sb ishod wair skate shoes,nike,men > footwear > skateboarding,Footwear,null,null,Men's,sportswear,sportswear_skateboarding,5020071.0,869,869,933,10
nike_women_nike_nike womens air max thea - shoes,nike,women,Footwear,null,null,Women's,tennis,training_other,4898888.0,889,889,461,5
nike_men_footwear_lifestyle_nike_nike waffle debut mens shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,tennis,training_other,4889832.0,892,892,959,6
nike_women_footwear_lifestyle_nike_nike air force 1 crater women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,cricket,training_other,4719197.0,930,930,473,1
nike_women_footwear_lifestyle_nike_air jordan 2 retro women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,training,training_other,4632266.0,941,941,479,8
nike_women_footwear_lifestyle_nike_nike air max koko women's sandals,nike,women > footwear > lifestyle,Footwear,null,null,Women's,outdoor_sandals,null,4584123.0,948,948,486,4
nike_men_footwear_lifestyle_nike_nike acg rufus men's shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,sportswear,sportswear_outdoor,4370706.0,989,989,1068,1
"nike_women_footwear_lifestyle_nike_air jordan 11 retro low ""legend pink"" women's shoes",nike,women > footwear > lifestyle,Footwear,null,null,Women's,training,training_other,4229488.0,1027,1027,535,9
nike_unisex_footwear_nike_nike air force 1 x cactus jack shoe,nike,unisex > footwear,Footwear,null,null,Unisex/Undefined,basketball,training_other,4166239.0,1043,1043,203,4
nike_men_footwear_baseball_nike_nike air diamond varsity turf men's baseball shoes,nike,men > footwear > baseball,Footwear,null,null,Men's,baseball,null,4165658.0,1044,1044,1124,3
nike_kids_footwear_basketball_nike_lebron witness 7 little kids' shoes,nike,kids > footwear > basketball,Footwear,null,null,Kids,basketball,training_other,4122933.0,1062,1062,264,5
nike_kids_footwear_lifestyle_nike_nike kawa little/big kids' slide,nike,kids > footwear > lifestyle,Footwear,null,null,Kids,outdoor_sandals,null,4122873.0,1063,1063,265,5
nike_men_footwear_lifestyle_nike_nike air force 1 mid '07 lv8 men's shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,tennis,training_other,4030377.0,1087,1087,1158,7
nike_men_footwear_lifestyle_nike_nike air pegasus wave mens shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,training,training_other,3996527.0,1095,1095,1167,10
nike_kids_footwear_lifestyle_nike_nike sunray protect 2 baby/toddler sandals,nike,kids > footwear > lifestyle,Footwear,null,null,Kids,outdoor_sandals,null,3605393.0,1221,1221,311,6
nike_unisex_footwear_lifestyle_nike_ajko 1 men's shoes,nike,unisex > footwear > lifestyle,Footwear,null,null,Men's,lacrosse,null,3482299.0,1253,1253,1345,1
nike_men_footwear_training & gym_nike_nike tawa men's wrestling shoes,nike,men > footwear > training & gym,Footwear,null,null,Men's,wrestling,cross_training,3335334.0,1296,1296,1383,1
nike_men_footwear_lifestyle_nike_nike reactx rejuven8 men's shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,flip_flops,null,3320264.0,1303,1303,1391,3
nike_unisex_nike_chuteira nike tiempo legend 8 academy futsal,nike,unisex,Footwear,null,null,Unisex/Undefined,soccer,indoor_soccer,3302808.0,1310,1310,257,1
nike_kids_footwear_lifestyle_nike_nike reactx rejuven8 big kids' shoes,nike,kids > footwear > lifestyle,Footwear,null,null,Kids,sportswear,sportswear_other,3096121.0,1384,1384,370,1
nike_unisex_footwear_volleyball_nike_nike hyperspeed court volleyball shoes,nike,unisex > footwear > volleyball,Footwear,null,null,Unisex/Undefined,volleyball,cross_training,3062330.0,1400,1400,289,1
nike_men_footwear_lifestyle_nike_nike zoom 2k men's shoe,nike,men > footwear > lifestyle,Footwear,null,null,Men's,tennis,training_other,2873568.0,1477,1477,1572,8
nike_men_footwear_lifestyle_nike_nike oneonta men's sandals,nike,men > footwear > lifestyle,Footwear,null,null,Men's,outdoor_sandals,null,2829339.0,1493,1493,1599,7
nike_women_footwear_lifestyle_nike_air jordan 1 elevate low se women's shoe,nike,women > footwear > lifestyle,Footwear,null,null,Women's,basketball,training_other,2798633.0,1505,1505,798,6
nike_unisex_footwear_baseball_nike_nike alpha huarache elite 4 low men's baseball cleats,nike,unisex > footwear > baseball,Footwear,null,null,Men's,baseball,cross_training,2760068.0,1520,1520,1636,2
nike_unisex_footwear_training & gym_nike_nike inflict wrestling shoes,nike,unisex > footwear > training & gym,Footwear,null,null,Unisex/Undefined,wrestling,cross_training,2711656.0,1549,1549,333,2
nike_kids_footwear_lifestyle_nike_jumpman two trey big kids' shoes,nike,kids > footwear > lifestyle,Footwear,null,null,Kids,basketball,training_other,2669428.0,1567,1567,429,7
nike_kids_footwear_lifestyle_nike_nike star runner 3 se babytoddler shoes,nike,kids > footwear > lifestyle,Footwear,null,null,Kids,sportswear,sportswear_other,2639038.0,1576,1576,436,2
nike_women_footwear_lifestyle_nike_nike tc 7900 sabatilles - dona,nike,women > footwear > lifestyle,Footwear,null,null,Women's,golf,training_other,2632089.0,1580,1580,842,1
nike_men_footwear_lifestyle_nike_nike acg lowcate shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,outdoor_sandals,null,2622626.0,1583,1583,1699,8
nike_men_footwear_nike_nike metcon 4 xd men's training shoe,nike,men > footwear,Footwear,null,null,Men's,wrestling,cross_training,2618470.0,1585,1585,1701,3
nike_kids_footwear_lifestyle_nike_nike crater impact big kids' shoes,nike,kids > footwear > lifestyle,Footwear,null,null,Kids,cricket,cross_training,2567228.0,1610,1610,450,1
nike_unisex_footwear_nike_jordan 5 low g golf shoe,nike,unisex > footwear,Footwear,null,null,Unisex/Undefined,cricket,cross_training,2482710.0,1652,1652,359,2
nike_men_footwear_lifestyle_nike_nike air trainer 1 x cactus jack men's shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,sportswear,sportswear_other,2473752.0,1656,1656,1784,3
nike_men_footwear_baseball_nike_nike alpha huarache nxt men's baseball cleats,nike,men > footwear > baseball,Footwear,null,null,Men's,baseball,null,2423685.0,1686,1686,1821,8
nike_men_footwear_lifestyle_nike_nike air max 90 shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,baseball,null,2390655.0,1700,1700,1842,9
nike_men_nike_nike mens wildhorse 7 trail-running shoes,nike,men,Footwear,null,null,Men's,running,trail_running,2371670.0,1709,1709,1851,4
nike_kids_footwear_baseball_nike_nike alpha huarache 4 keystone little/big kids' baseball cleats,nike,kids > footwear > baseball,Footwear,null,null,Kids,baseball,null,2322430.0,1732,1732,491,10
nike_women_footwear_cheerleading_nike_nike sideline iv women's cheerleading shoe,nike,women > footwear > cheerleading,Footwear,null,null,Women's,cheer_dance,cross_training,2261158.0,1769,1769,953,7
nike_unisex_nike_air jordan 1 retro high og dz5485 402,nike,unisex,Footwear,null,null,Unisex/Undefined,tennis,training_other,2194369.0,1813,1813,398,9
nike_unisex_footwear_volleyball_nike_nike hyperace 3 volleyball shoes,nike,unisex > footwear > volleyball,Footwear,null,null,Unisex/Undefined,volleyball,cross_training,2113583.0,1866,1866,417,2
nike_women_footwear_lifestyle_nike_nike blazer low 77 jumbo womens shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,field_hockey,null,2094133.0,1877,1877,1018,5
nike_men_footwear_lifestyle_nike_nike dunk low retro se sabatilles - home,nike,men > footwear > lifestyle,Footwear,null,null,Men's,flip_flops,null,2064546.0,1898,1898,2090,4
nike_men_footwear_lifestyle_nike_air jordan 4 retro flyknit men's shoe,nike,men > footwear > lifestyle,Footwear,null,null,Men's,basketball,basketball_other,2024069.0,1927,1927,2126,2
nike_men_footwear_golf_nike_nike air max 1 86 og g mens golf shoes,nike,men > footwear > golf,Footwear,null,null,Men's,golf,cross_training,1988681.0,1953,1953,2163,3
nike_women_footwear_lifestyle_nike_nike asuna men's slide,nike,women > footwear > lifestyle,Footwear,null,null,Women's,outdoor_sandals,null,1951935.0,1990,1990,1080,9
nike_women_footwear_lifestyle_nike_air jordan 5 x a ma maniére women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,basketball,training_other,1874261.0,2039,2039,1117,8
nike_women_footwear_cheerleading_nike_nike superrep go 3 flyknit next nature women's workout shoes,nike,women > footwear > cheerleading,Footwear,null,null,Women's,cheer_dance,cross_training,1868401.0,2042,2042,1120,8
nike_unisex_footwear_lifestyle_nike_acg air deschutz+ sandals,nike,unisex > footwear > lifestyle,Footwear,null,null,Unisex/Undefined,outdoor_sandals,null,1846042.0,2067,2067,473,10
nike_men_footwear_nike_air jordan 1 low x eastside golf men's shoes,nike,men > footwear,Footwear,null,null,Men's,golf,cross_training,1817664.0,2087,2087,2308,4
nike_women_footwear_dance_nike_nike blazer low platform women's shoes,nike,women > footwear > dance,Footwear,null,null,Women's,cheer_dance,cross_training,1635825.0,2269,2269,1265,9
nike_women_footwear_lifestyle_nike_nike dbreak sp men's shoe,nike,women > footwear > lifestyle,Footwear,null,null,Women's,field_hockey,null,1496688.0,2421,2421,1385,9
nike_men_footwear_lifestyle_nike_nike court vision low premium men's shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,basketball,indoor_soccer,1428635.0,2490,2490,2777,2
nike_girls_nike_nike star runner 2 toddler girls sneakers elastic,nike,girls,Footwear,null,null,Women's,tennis,training_other,1400263.0,2531,2531,1460,10
nike_men_footwear_running_nike_nike react pegasus trail 4 men's trail running shoes,nike,men > footwear > running,Footwear,null,null,Men's,running,trail_running,1386762.0,2551,2551,2844,5
nike_women_footwear_running_nike_nike pegasus trail 3 women's trail running shoes,nike,women > footwear > running,Footwear,null,null,Women's,running,trail_running,1378767.0,2567,2567,1479,6
nike_men_nike_nike mens pegasus trail 4 running shoes,nike,men,Footwear,null,null,Men's,running,trail_running,1376057.0,2572,2572,2866,7
nike_unisex_footwear_lifestyle_nike_nike acg air deschutz + sandals,nike,unisex > footwear > lifestyle,Footwear,null,null,Unisex/Undefined,wrestling,null,1375561.0,2573,2573,647,1
nike_men_nike_new nike 34 men core flex standard fit golfpickleball,nike,men,Footwear,null,null,Men's,pickleball,cross_training,1361883.0,2597,2597,2894,1
nike_women_footwear_running_nike_nike wildhorse 8 women's trail running shoes,nike,women > footwear > running,Footwear,null,null,Women's,running,trail_running,1360124.0,2599,2599,1499,8
nike_unisex_footwear_lifestyle_nike_jordan system.23 men's shoes,nike,unisex > footwear > lifestyle,Footwear,null,null,Men's,baseball,training_other,1339036.0,2630,2630,2940,1
nike_men_footwear_baseball_nike_nike force zoom trout 9 pro baseball cleats,nike,men > footwear > baseball,Footwear,null,null,Men's,baseball,cross_training,1249922.0,2743,2743,3115,3
nike_women_footwear_lifestyle_nike_nike m2k tekno women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,flip_flops,null,1229299.0,2782,2782,1619,5
"nike_unisex_footwear_basketball_nike_ja 3 ""channel 12"" basketball shoes",nike,unisex > footwear > basketball,Footwear,null,null,Unisex/Undefined,basketball,training_other,1211951.0,2805,2805,733,9
nike_women_footwear_lifestyle_nike_nike asuna crater men's slide,nike,women > footwear > lifestyle,Footwear,null,null,Women's,cricket,null,1190423.0,2841,2841,1659,5
"nike_unisex_footwear_nike_nike lebron 8 v/2 low ""treasure blue"" shoe",nike,unisex > footwear,Footwear,null,null,Unisex/Undefined,basketball,training_other,1170057.0,2869,2869,766,10
nike_men_footwear_baseball_nike_nike alpha huarache varsity 3 turf men's baseball shoe,nike,men > footwear > baseball,Footwear,null,null,Men's,baseball,cross_training,1155371.0,2891,2891,3315,4
nike_kids_footwear_lifestyle_nike_zion 1 big kids' shoes,nike,kids > footwear > lifestyle,Footwear,null,null,Kids,cricket,null,1151455.0,2897,2897,903,6
nike_women_nike_nike womens pegasus trail 3 running shoes,nike,women,Footwear,null,null,Women's,running,trail_running,1137853.0,2932,2932,1720,9
nike_men_nike_nike mens metcon 8 amp training shoes,nike,men,Footwear,null,null,Men's,boxing,cross_training,1067650.0,3048,3048,3477,1
"nordstrom_women_all pajamas, robes & loungewear_felina_zella live in high waist leggings",nordstrom,"women > all pajamas, robes & loungewear",Apparel,Bottoms,Baselayer Bottoms,Women's,sportswear,null,1.0609311E7,1,36,29,1
nordstrom_juniors_all juniors' clothing____t.0.d. col:liza bodysuit,nordstrom,juniors > all juniors' clothing >  >  > ,Apparel,Bottoms,Baselayer Bottoms,Women's,wrestling,null,4083554.0,2,137,158,4
nordstrom_clothing_leggings_women_zella_zella live in high waist leggings,nordstrom,clothing > leggings > women,Apparel,Bottoms,Baselayer Bottoms,Women's,cheer_dance,null,3714489.0,3,160,184,15
nordstrom_women_activewear_cotton on_zella acti:high waist live in leg,nordstrom,women > activewear,Apparel,Bottoms,Baselayer Bottoms,Women's,cheer_dance,null,3359717.0,4,192,214,19
nordstrom_women_activewear_id ideology_wm best sp:perfect legging,nordstrom,women > activewear,Apparel,Bottoms,Baselayer Bottoms,Women's,tennis,null,2407905.0,5,303,323,41
nordstrom_women_activewear_puma_zella high waist studio lite pocket 7/8 leggings,nordstrom,women > activewear,Apparel,Bottoms,Baselayer Bottoms,Women's,training,null,2205770.0,6,350,366,78
nordstrom_women_pants & capris_spanx_spanx® look at me now seamless leggings,nordstrom,women > pants & capris,Apparel,Bottoms,Baselayer Bottoms,Women's,cheer_dance,null,1966874.0,7,423,439,45
nordstrom_clothing shoes accessories_women_womens clothing_spanx_hosiery :faux leather legging,nordstrom,clothing shoes accessories > women > womens clothing,Apparel,Bottoms,Baselayer Bottoms,Women's,sportswear,null,1760378.0,8,480,489,39
nordstrom_women_activewear_id ideology_zella studio crop lite leggings,nordstrom,women > activewear,Apparel,Bottoms,Baselayer Bottoms,Women's,soccer,null,1693015.0,9,506,519,9
nordstrom_women_activewear_id ideology_zella live in high waist pocket crop leggings,nordstrom,women > activewear,Apparel,Bottoms,Baselayer Bottoms,Women's,cheer_dance,null,1560089.0,10,580,589,59
nordstrom_men_dress shirts_alfani_dress shir houndstooth trim fit,nordstrom,men > dress shirts,Apparel,Dresses,null,Men's,training,null,1.1011926E7,1,33,22,9
nordstrom_women_dresses_quiz_t.b.d. col:rou dress,nordstrom,women > dresses,Apparel,Dresses,null,Women's,tennis,null,1.0876876E7,2,35,28,9
nordstrom_women_dresses_and now this_white:5 m,nordstrom,women > dresses,Apparel,Dresses,null,Women's,basketball,null,8019229.0,3,52,50,9
nordstrom_women_dresses_cece_enc sports:3/4 tie slv shift dres,nordstrom,women > dresses,Apparel,Dresses,null,Women's,basketball,null,5726751.0,4,82,90,15
nordstrom_women_dresses_free people_t.b.d. col:ruched wide-leg jumpsu,nordstrom,women > dresses,Apparel,Dresses,null,Women's,training,null,4389070.0,5,122,143,24
nordstrom_women_activewear_dkny_bp spor1sw:stripe tank midi dress,nordstrom,women > activewear,Apparel,Dresses,null,Women's,cheer_dance,null,3700252.0,6,162,186,16
nordstrom_juniors_dresses_cotton on_bp sportsw:linen slip dress,nordstrom,juniors > dresses,Apparel,Dresses,null,Women's,sportswear,null,3168274.0,7,211,235,14
nordstrom_men_hugo boss_hugo boss_mens dress:huge6/genius5 trim fit,nordstrom,men > hugo boss,Apparel,Dresses,null,Men's,basketball,null,2956448.0,8,228,122,39
nordstrom_shoes_athletic shoes & sneakers_soul naturalizer_wmns dsnr :loubishark sole lace u,nordstrom,shoes > athletic shoes & sneakers,Apparel,Dresses,null,Women's,tennis,null,1972279.0,9,420,438,64
nordstrom_kids_coats & jackets_deux par deux_infant boy:on he go one-piece,nordstrom,kids > coats & jackets,Apparel,Dresses,null,Kids,sportswear,null,1761040.0,10,479,38,38
nordstrom_women_dresses_leota_wmns dsnr :dress sheer jersey ple,nordstrom,women > dresses,Apparel,Dresses,null,Women's,gymnastics,null,735766.0,31,1676,1632,8
on_shoes_on_cloudflyer waterproof,on,shoes,Apparel,Jackets & Outerwear,null,Unisex/Undefined,null,null,4794737.0,1,36,20,22
on_on running_shoes_on_cloudnova,on,On Running > shoes,Apparel,Tops,null,Men's,running,null,9.8023536E7,1,2,2,1
on_on running_shoes_on_cloudeclipse,on,On Running > shoes,Apparel,Tops,null,Women's,running,null,1.4106709E7,2,16,21,5
on_on running_shoes_on_cloudswift 3 ad,on,On Running > shoes,Apparel,Tops,null,Women's,running,null,1.0144727E7,3,18,26,6
on_on running_shoes_on_the roger pro,on,On Running > shoes,Apparel,Tops,null,Women's,basketball,null,8750752.0,4,21,30,1
on_on running_shoes_on_cloudventure,on,On Running > shoes,Apparel,Tops,null,Women's,null,null,8031180.0,5,24,37,10
on_on running_shoes_on_cloudhorizon waterproof,on,On Running > shoes,Apparel,Tops,null,Women's,null,null,5941756.0,6,26,44,12
on_on running_shoes_on_the roger spin,on,On Running > shoes,Apparel,Tops,null,Women's,null,null,5633638.0,7,29,47,15
on_kids_on_cloud sky,on,kids,Apparel,Tops,null,Kids,null,null,5351850.0,8,31,2,17
scheels_pants_liverpool los angeles_women's liverpool los angeles kelsey knit trouser dress pants,scheels,pants,Apparel,Dresses,null,Women's,cheer_dance,null,3382393.0,1,206,75,10
scheels_dress contenta-xl/whiskey jack,scheels,,Apparel,Dresses,null,Unisex/Undefined,basketball,null,1516436.0,2,598,91,185
scheels_dresses_fp movement_women's fp movement hot shot mini  dress,scheels,dresses,Apparel,Dresses,null,Women's,basketball,null,801748.0,3,1202,372,377
scheels_sneakers & athletic shoes_merrell_men's merrell moab 3 graphite hiking shoes,scheels,sneakers & athletic shoes,Apparel,Dresses,null,Kids,hiking,null,691412.0,4,1406,177,253
scheels_sneakers & athletic shoes_nike_women's nike zoom challenge pickleball shoes,scheels,sneakers & athletic shoes,Apparel,Dresses,null,Kids,pickleball,null,548709.0,5,1776,236,7
scheels_dresses_kuhl_women's kuhl vantage  dress,scheels,dresses,Apparel,Dresses,null,Women's,training,null,500429.0,6,1974,579,199
scheels_cover ups_lagaci_women's lagaci wild skies dress swim cover up,scheels,cover ups,Apparel,Dresses,null,Women's,training,null,485526.0,7,2039,599,204
"scheels_rawlings pro preferred 13"" baseball first base mitt",scheels,,Apparel,Dresses,null,Unisex/Undefined,baseball,null,267375.0,8,3821,1535,107
scheels_rompers & jumpsuits_prana_women's prana railay jumpsuit,scheels,rompers & jumpsuits,Apparel,Dresses,null,Women's,swimming,null,258066.0,9,3951,1018,29
scheels_cover ups_lagaci_women's lagaci summer stripes dress swim cover up,scheels,cover ups,Apparel,Dresses,null,Women's,cheer_dance,null,256764.0,10,3967,1020,221
scheels_socks_nike_adult nike everyday plus cushioned training crew socks,scheels,socks,Apparel,Other Apparel,null,Unisex/Undefined,training,null,6.3724487E7,1,2,1,1
scheels_trade in cfr,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,volleyball,null,3.9996803E7,2,4,2,1
scheels_itor vivoactive 3-wht/stnl,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,volleyball,null,3.9044256E7,3,5,3,2
scheels_sneakers & athletic shoes_nike_women's nike air max 270 sneakers,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Women's,training,null,2.8588137E7,4,6,3,3
scheels_sneakers & athletic shoes_nike_men's nike air max 270 sneakers,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Men's,training,null,2.5530547E7,5,7,3,4
scheels_trainer delta xc bundle,scheels,,Apparel,Other Apparel,null,Men's,tennis,null,2.0943605E7,6,9,5,1
scheels_clogs & mules_birkenstock_adult birkenstock boston soft footbed clogs,scheels,clogs & mules,Apparel,Other Apparel,null,Women's,null,null,1.9569805E7,7,12,9,1
scheels_gel excite 6 twist-14/blk/wht,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,volleyball,null,1.784743E7,8,16,6,3
scheels_sneakers & athletic shoes_hoka_men's hoka gaviota 5 running shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Men's,null,null,1.7753065E7,9,17,8,2
scheels_sneakers & athletic shoes_hoka_women's hoka gaviota 5 running shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Women's,null,null,1.7257103E7,10,19,13,3
scheels_sneakers & athletic shoes_adidas_men's adidas ultraboost 1.0 running shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Men's,null,null,1.3495714E7,11,29,17,4
scheels_sneakers & athletic shoes_brooks_men's brooks adrenaline gts 24 running shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Men's,null,null,1.2545803E7,12,30,19,5
scheels_sandals_birkenstock_women's birkenstock mayari slide sandals,scheels,sandals,Apparel,Other Apparel,null,Women's,null,null,1.2048764E7,13,32,18,6
scheels_sneakers & athletic shoes_hoka_men's hoka bondi 8 running shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Men's,null,null,1.1446382E7,14,36,22,7
scheels_sneakers & athletic shoes_hoka_women's hoka arahi 7 running shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Women's,null,null,1.0485652E7,15,43,25,8
scheels_sneakers & athletic shoes_hoka_men's hoka clifton 10 running shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Men's,null,null,1.044451E7,16,44,27,9
scheels_sleeve knfe 5mm-m/blk,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,tennis,null,9761552.0,17,47,13,2
scheels_trade in golf,scheels,,Apparel,Other Apparel,null,Men's,tennis,null,9349303.0,19,53,32,3
scheels_crew must haves-s/blk,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,volleyball,null,7656468.0,22,65,16,5
scheels_sg nova pump 12/28 3.51n-syn,scheels,,Apparel,Other Apparel,null,Men's,tennis,null,7603391.0,23,66,43,4
scheels_isup weekender 2021 kit-1,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,volleyball,null,6392700.0,25,83,21,6
scheels_boots_kenetrek_men's kenetrek mountain extreme uninsulated boots,scheels,boots,Apparel,Other Apparel,null,Men's,hiking,null,6343594.0,26,84,56,8
scheels_bat lxt x19 -10 fp-32/gld/wht,scheels,,Apparel,Other Apparel,null,Men's,volleyball,null,5938225.0,28,97,66,7
scheels_hats & caps_c.c_women's c.c sherpa lined pom beanie,scheels,hats & caps,Apparel,Other Apparel,null,Women's,cheer_dance,null,4861293.0,32,131,43,5
scheels_beanie fur pom-blk,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,tennis,null,4632679.0,33,140,26,7
scheels_baseball batting gloves_bruce_adult bruce bolt long cuff baseball batting gloves,scheels,baseball batting gloves,Apparel,Other Apparel,null,Men's,baseball,null,4358155.0,36,153,102,2
scheels_backpack hustle 4.0-blk/gry,scheels,,Apparel,Other Apparel,null,Men's,cheer_dance,null,3432861.0,40,204,139,9
scheels_baseball batting gloves_bruce_adult bruce bolt chrome series long cuff baseball batting gloves,scheels,baseball batting gloves,Apparel,Other Apparel,null,Men's,baseball,null,2430801.0,56,310,221,5
scheels_socks_tck_adult tck performance knee high soccer socks,scheels,socks,Apparel,Other Apparel,null,Men's,soccer,null,2246153.0,65,347,252,10
scheels_belt lifting-m/stars,scheels,,Apparel,Other Apparel,null,Men's,wrestling,null,2131930.0,70,377,277,3
scheels_bibs & overalls_striker_men's striker strikerice predator bibs,scheels,bibs & overalls,Apparel,Other Apparel,null,Men's,wrestling,null,2049058.0,75,406,292,4
scheels_swimsuits_u.s. apparel_men's u.s. apparel ocean currents swim trunks,scheels,swimsuits,Apparel,Other Apparel,null,Men's,swimming,null,1969334.0,77,417,303,4
scheels_trainer tacx neo 2t smart,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,swimming,null,1711421.0,86,509,69,6
scheels_nfl socks_for bare feet_for bare feet kansas city chiefs 4 stripe deuce crew socks,scheels,nfl socks,Apparel,Other Apparel,null,Men's,american_football,null,1622484.0,96,548,396,7
scheels_sneakers & athletic shoes_adidas_little boys' adidas kids' hvc 2 wrestling shoes,scheels,sneakers & athletic shoes,Apparel,Other Apparel,null,Kids,wrestling,null,1574844.0,104,571,33,6
scheels_bottle wide houth-320z/wht,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,wrestling,null,1497589.0,110,610,100,8
scheels_wallet money clip alum-na,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,wrestling,null,1366001.0,125,683,124,9
scheels_plaque n arenado 4x6/rockies,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,1303480.0,131,711,131,1
scheels_bow v3 31-85/29.5/70r/edg,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,wrestling,null,1250166.0,137,735,141,10
scheels_football shoulder pads_douglas_senior douglas legacy dd shoulder pad,scheels,football shoulder pads,Apparel,Other Apparel,null,Men's,american_football,null,1223775.0,140,752,478,10
scheels_helmet solstice mips-m/l,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,gymnastics,null,1163518.0,146,787,159,2
scheels_spectal oroer archery,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,gymnastics,null,1079699.0,161,852,177,3
scheels_pickleball paddles_selkirk_selkirk vanguard power air midweight pickleball paddle - invikta,scheels,pickleball paddles,Apparel,Other Apparel,null,Unisex/Undefined,pickleball,null,1035754.0,171,899,197,4
scheels_tactacam reveal rechargeable lithium battery car...,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,field_hockey,null,992983.0,184,953,214,7
scheels_bumper plate-45,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,917060.0,201,1042,241,2
scheels_hats & caps_hooked and tagged_men's hooked and tagged loyalty patch snapback hat,scheels,hats & caps,Apparel,Other Apparel,null,Men's,boxing,null,445787.0,441,2246,1016,4
scheels_bibs & overalls_icearmor by clam_men's icearmor by clam ascent float bibs,scheels,bibs & overalls,Apparel,Other Apparel,null,Men's,pickleball,null,413981.0,471,2429,1083,9
scheels_ultraboost 20-9.5/pnk/mar,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,189709.0,1052,5504,2516,5
scheels_liki trike s3/grey hound,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,158470.0,1266,6761,3280,6
scheels_glove force 3.0 lnmn-2x/blk,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,146773.0,1380,7375,3680,7
scheels_jw indominus rex vs ankyl,scheels,,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,137991.0,1474,7882,4005,8
